1.6,2.07,1.53,2.2,2.33,1.33,1.93,2.2,1.27,1.07,1.07,1.47,1.13,1,1,1.13,1.47,1.07,1.07,1.53,1.13,1.07,1.2,1.07,1.4,1.53,1.6,1.87,1.6,1.53,1.73,2
1.27,1.67,2.27,2.4,2.27,2.13,2.27,1.2,1,1.47,1.33,1.47,1.47,1.27,1.2,1,1,1.47,1.07,1.2,1.27,1.2,1.33,1.4,1.53,1.73,2.07,1.87,1.6,2.27,1.13,2.47
1.87,1.67,2.07,2.47,1.33,1.93,2,1.6,1.07,1.73,1.47,1.2,1.07,1.07,1.4,1,1,1,1.33,1.4,1.07,1.2,1.2,1.07,1.73,2.27,1.8,1.73,1.6,1.93,1.93,2.27
1.33,1.93,1.87,1.67,2.07,1.4,1.73,1.87,1.6,1.8,1.73,1.13,1.33,1.33,1.33,1.13,1.53,1.47,1.27,1.67,1.4,1.27,1.2,1,1.93,1.33,1.6,1.6,2.13,2.13,2.2,1.8
1.07,1.6,2,1.47,1.93,1.47,1.93,2.47,1.67,1.8,1.67,2.13,1.53,1,1.2,1.07,1.13,1.47,1.13,1.13,1.33,1.33,1.13,1,1.8,1.87,1.87,1.8,1.67,1.87,2.53,1.6
1.47,2.07,1.87,1.47,1.67,1.87,2.07,2.2,1.67,1,1.27,1.2,1.07,1,1.47,1,1,1.4,1.2,1.47,1.4,1.07,1.13,1,1.93,2.07,1.4,1.67,2,1.73,1.87,1.4
1.13,1.6,1,1.53,2.27,1.67,1.4,1.27,2,1.53,1.13,1,1,1.47,1.07,1,1.07,1.47,1.33,1.13,1.27,1.13,1.27,1.2,2.2,1.4,1.67,1.8,1.53,2.07,2,1.27
1.87,2.07,1.6,1.93,2.4,1.6,2.53,1.8,1.53,1.4,1.33,1.07,1.27,1,1.2,1,1,1,1.33,1.07,1.27,1.13,1.33,1.2,1.53,1.53,1.73,1.67,1.67,1.8,1.8,1.8
1.73,1.73,1.33,1.6,1.4,2.2,2,2,1.87,1.47,1.93,1.87,1.93,2.47,1.93,1.2,1.2,1,1.27,1.27,1.33,1.13,1.07,1.13,1.93,1.73,2.27,1.87,2.07,1.87,1.2,2.07
1,1.67,1.53,1.67,2.07,1.93,2.13,2.67,1.6,1.47,1.07,1.13,1.2,1.2,1.4,1.13,1,1.2,1,1,1.2,1.13,1.2,1,1.6,1.33,1.47,1.6,1.6,1.8,1.6,1.8
1.33,1.53,1.47,1.27,1.6,1.8,1.53,1.33,1.07,1.47,1.27,1.13,1.27,1.07,1,1,1.07,1,1.07,1.4,1.13,1.07,1,1.27,1.6,1.73,1.47,1.4,1.67,2,1.2,1.2
2,1.53,1.93,1.67,2.07,1.87,1.4,1.33,1.27,1.07,1.47,1.13,1.27,1.4,1.13,1,1.27,1.27,1.13,1.27,1,1,1,1,1.73,1.33,1.4,1.73,1.6,1.67,1.93,1.87
1.93,2,1.93,2.07,1.67,1.33,2.13,1.87,1.47,1.67,1.73,1.8,1,1.07,1.07,1,1,1.13,1.27,1.07,1.67,1.07,1.13,1,1.67,1.73,1.53,1.93,1.93,1.27,1.73,1.8
1.47,1.8,1.2,1.87,1.93,1.53,1.73,1.87,1.27,1.2,1.33,1.13,1.27,1.27,1,1,1,1,1.13,1,1.33,1.07,1,1.07,1.53,1.73,1.53,1.47,1.73,1.87,1.53,1.33
1.33,1.13,1.6,1.73,1.6,1.33,2.33,2.27,1.53,1.47,1.2,1.6,2.07,1.47,1.07,1.2,1.13,1.13,1,1.13,1.07,1.13,1.07,1,1.73,1.67,1.6,1.67,1.93,1.67,1.27,1.47
1.33,1.47,1.73,2.2,1.73,1.47,1.13,1.07,1.87,1.47,1.27,1.2,1,1.07,1.13,1,1,1.13,1.13,1.27,1,1,1.13,1,1.53,1.53,1.47,1.93,1.53,1.73,2,1.47
1.8,2.13,1.47,1.67,2.33,1.87,2,2.4,1.27,1.47,1,1,1.2,1.07,1.07,1.07,1,1,1.13,1.07,1,1.2,1,1,1.8,1.33,1.4,1.67,1.67,1.47,1.93,1.47
1.4,2,1.6,2.2,2.13,1.87,1.87,2.13,1.6,1.07,1.4,1.07,1,1.07,1.2,1.07,1.2,1.2,1.07,1.33,1.6,1.27,1.67,1.07,1.33,1.07,1.53,1.4,1.33,1.93,1.47,1.67
1.87,1.47,1.87,2.53,1.4,2.27,2.33,1.53,1.47,1.07,1.33,1.13,1.2,1,1.13,1.07,1,1,1,1.13,1.33,1.07,1.13,1,1.4,1.27,1.67,1.87,1.67,1.8,1.93,1.87
1.53,1.53,1.73,2.4,1.87,1.53,1.93,1.47,1,1.27,1.2,1.27,1.53,1.13,1.07,1,1.07,1.13,1.2,1.13,1.13,1.2,1,1,1.27,1.4,1.33,2,1.93,1.87,1.53,1.87
1.27,1.6,2,2.13,1.6,1.53,1.4,1.07,1.2,1.13,1,1,1.07,1.2,1.13,1,1,1.27,1.13,1,1,1.47,1,1.07,1.47,1.53,1.2,1.67,1.73,1.53,1.87,2.13
2.07,1.67,1.8,1.67,1.73,1.4,2.07,2.33,1.4,1.07,1.27,1.27,1.27,1.07,1.13,1,1,1,1.07,1.2,1.13,1,1.4,1.13,1.8,1.8,2.13,1.67,1.8,1.8,2,1.8
1.13,1.6,1.73,1.8,2.07,1.73,1.93,1.8,1.2,1.33,1.2,1.6,1.47,1.4,1.13,1.07,1,1.07,1.27,1.2,1.07,1.07,1.07,1,1.6,1.53,1.67,1.13,1.33,1.8,1.53,1.73
1.67,2.2,1.93,1.8,1.93,1.67,2.07,2.27,1.33,1.33,1.33,1.07,1.13,1.13,1.07,1.13,1.13,1.33,1.13,1.53,1.33,1.27,1.2,1.07,1.67,1.93,1.93,1.8,1.8,1.73,1.8,2
1.87,1.6,1.8,1.73,1.4,1.6,1.8,2.4,1.73,1.93,1.67,1.07,1.47,1.53,1,1,1.07,1.27,1,1.13,1.27,1.27,1,1,1.67,1.67,1.53,1.53,2.07,2,1.8,1.87
2.07,1.4,1.47,1.6,1.47,1.67,2.2,1.6,1,1.4,1.27,1.47,1,1.07,1,1.07,1.07,1.2,1.27,1,1.13,1.13,1,1,1.8,2.07,1.67,1.87,1.67,1.93,2.07,1.73
1.4,1.87,2.07,1.87,1.87,2,2.27,2.47,1.6,1,1.13,1.2,1.4,1.2,1,1.07,1.07,1.2,1.6,1.27,1,1.4,1.27,1.07,2.27,2.07,1.93,2.07,1.8,1.47,2,1.87
1.33,1.33,1.47,2.07,2.2,2.47,2.87,2.33,1.07,1.8,1.27,1.47,1.47,1,1.13,1.2,1.13,1.2,1.2,1.13,1.2,1.47,1.33,1.8,1.67,1.93,1.6,1.6,1.8,1.47,1.8,2.13
1.4,1.73,1.67,1.73,1.73,1.73,1.73,2.07,1.2,1.73,1.33,1.4,1.07,1,1.07,1.13,1.27,1.07,1.13,1.4,1.27,1,1.27,1.07,1.33,1.87,1.87,1.4,1.47,1.53,1.67,1.93
1.4,1.6,1.27,1.33,2,2.07,1.87,2,1.87,1.13,1.27,1.33,1.13,1.13,1,1,1.4,1,1.07,1.27,1.13,1.13,1.2,1,1.93,2,1.53,1.67,1.67,1.67,1.8,2.2
1.6,2.53,1.67,2.47,2.07,1.87,1.93,1.47,1.53,1.27,1.07,1.27,1,1,1.07,1,1,1,1.07,1,1.13,1.4,1,1.4,1.53,2,1.73,1.93,1.93,1.73,1.73,1.8
1.93,2,1.73,1.53,1.73,1.87,1.8,2,1.47,1.47,1,1.33,1.13,1.2,1.27,1.07,1,1,1.07,1.53,1.27,1.13,1.07,1.07,1.33,1.47,1.93,1.4,1.73,1.67,1.27,1.2
1.27,1.93,1.73,1.87,2,2.13,1.6,1.73,1.4,1.4,1.13,1,1.13,1.2,1,1.13,1.13,1.13,1,1.13,1.07,1.13,1.27,1,1.53,1.6,1.8,1.73,1.87,1.8,2.07,1.8
2.13,1.93,1.87,1.87,1.8,2,2.07,1.27,1.67,1.53,1.53,1.2,1.4,2.13,1.33,1.13,1.33,1.27,1.07,1.27,1.13,1.07,1.07,1.13,1.6,1.67,1.27,1.47,1.2,1.8,1.27,1.6
1.07,1.93,1.8,2.07,1.87,1.67,1.8,2,1.33,1.8,1.4,1.07,1.2,1.4,1.6,1.13,1.13,1.13,1.07,1.2,1,1.2,1,1.07,1.87,1.6,1.6,2.13,1.6,1.2,1.4,1.87
2,1.73,1.6,1.8,2.07,2.27,2,2.27,1.47,1.27,2,1.73,1.67,1.53,1.33,1.27,1.07,1,1.13,1.27,1.2,1.2,1,1.13,1.67,1.93,2,2.07,1.73,1.8,2,1.53
2,1.27,1.6,1.73,1.8,1.87,2.13,1.6,1.8,1.47,1.33,1.6,1.73,1.53,1.07,1,1.13,1.2,1.6,1.27,1.13,1.27,1,1.07,2.13,2,1.87,1.93,1.47,1.73,1.8,1.47
1.47,1.87,1.8,1.33,1.6,1.47,1.73,1.73,1.47,1.6,1.47,1.33,1.47,1.2,1.33,1,1.2,1.07,1.07,1.13,1.53,1.07,1,1.33,1.4,1.8,1.6,1.87,1.73,1.8,1.67,1.8
1.8,2.07,2.2,1.87,1.93,1.87,2.2,2.73,1.33,1.6,1.13,1.2,1.93,1.47,1.2,1,1,1,1,1.33,1.13,1.07,1.2,1.13,1.27,1.2,1.27,1.13,1.67,1.6,1.73,1.47
1.6,1.73,1.6,2.07,1.8,1.67,1.6,2,1.8,1,1,1.13,1.33,1,1.13,1.53,1.2,1,1.27,1.2,1.4,1.13,1.13,1.13,1.4,1.93,1.07,1.4,1.87,1.33,1.67,1.67
1.8,1.73,1.53,2.33,1.87,1.67,1.67,2.33,1.2,1.73,1.47,1,1.4,1.07,1,1,1.07,1.07,1,1,1.53,1.27,1,1.13,1.47,1.67,1.47,1.4,1.53,1.4,1.93,1.67
1.8,1.93,2.13,1.73,1.4,1.4,1.73,1.4,1.07,1.13,1.53,1.27,1.27,1.13,1.27,1.07,1,1.13,1.2,1.07,1.4,1.13,1,1.6,1.33,1.6,1.53,1.13,1.27,1.73,1.93,1.6
1.2,1.6,1.47,1.67,2.47,1.87,1.87,2.27,1.07,1.47,1.87,1.33,1.07,1.27,1,1.13,1,1.13,1.13,1,1.13,1,1,1.13,1.93,1.67,1.6,1.73,1.87,1.67,1.8,2.2
1.93,1.73,1.73,1.2,1.13,1.53,2.33,2.27,1.33,1.13,1.47,1.47,1.87,1,1,1,1.07,1.27,1.07,1.07,1.2,1.13,1.4,1.13,1.6,1.87,2,2,1.73,1.47,1.73,1.47
1.33,1.47,1.53,1.73,2.4,1.67,2.2,2.6,1.87,1.07,1.2,2,1.27,1.2,1.33,1.33,1.13,1.27,1.07,1.27,1.13,1.27,1.07,1,1.73,2.2,1.8,1.47,2,1.67,1.6,2
1.33,1.73,1.73,1.93,1.6,2.6,2.33,1.47,1.33,1.53,1.53,1.4,1.13,1.2,1,1.07,1,1.07,1.2,1.07,1,1.27,1,1.07,1.47,1.87,1.6,1.73,1.73,2,1.67,1.87
1.73,2,1.67,1.8,1.8,2.93,1.93,2,1.47,1.13,1.53,1.47,1.87,1.13,1.07,1,1,1.33,1.2,1,1.13,1,1.47,1.13,1.87,1.47,1.67,1.67,2.07,1.67,1.8,1.53
3,2.67,2.2,3,2.07,2.47,2.2,2.53,1.53,2.4,2.07,2.87,2.6,2.8,2.6,1.07,1.27,1.07,1.33,1.13,1.47,1.6,1.4,1,1.47,1.2,1.87,2.13,1.27,1.33,1.53,1.53
1.53,1.73,1.73,2.13,2.07,1.27,2.33,2.4,1.27,1.07,1.2,1.27,1,1.07,1.2,1.07,1.27,1.27,1.07,1.33,1.13,1.07,1.13,1.07,1.4,1.6,1.27,1.73,1.53,1.4,1.6,1.8
1.6,2,1.73,2.4,2.4,2.13,2,1.67,1,1.53,1.6,1.67,1.33,1,1.13,1.27,1,1.2,1,1.13,1.27,1.13,1.2,1.27,1.53,1.67,1.8,1.67,1.6,1.53,1.07,1.8
1,1.4,1.4,1.53,1.13,1,1.07,1.13,1.2,1.2,1.27,1.13,1.2,1,1.07,1,1,1,1.07,1.07,1,1,1.07,1,1.27,1.2,1.07,1.13,1.53,1.07,1.2,1
1.27,1.2,2.2,2,1.6,2.13,1.93,2.4,1.13,1.73,1.33,1.2,1.2,1.07,1.2,1.07,1,1,1.33,1.4,1.07,1.13,1.07,1,1.53,1.87,1.8,1.6,1.6,1.8,1.47,1.93
1.53,1.53,1.87,1.6,2.2,1.6,1.8,2.4,1.67,2.2,1.67,1.07,1.4,1.2,1.53,1,1.27,1.27,1,1.33,1.07,1.2,1.2,1,2.07,1.8,1.33,1.53,1.8,1.73,1.93,1.73
1.33,1.87,2,2,1.87,1.6,1.93,2.8,2.07,2.27,2,2.13,1.4,1.07,1,1.2,1.27,1.53,1.13,1.13,1.2,1.33,1.13,1,1.53,1.87,1.8,1.67,1.6,1.6,2,1.53
1.53,1.73,1.6,1.53,1.73,2.07,2.07,2.33,1.8,1.13,1.73,1.27,1.27,1,1.47,1.07,1,1.07,1.2,1,1.33,1.07,1.07,1,1.4,2,1.53,1.4,1.87,1.6,1.47,1.27
1.53,1.27,1.4,1.4,1.87,2,1.33,1.73,1.53,1.07,1.8,1.07,1.2,1.4,1.07,1,1,1.13,1.13,1.27,1,1,1.07,1.13,1.8,1.73,1.6,1.8,1.93,1.53,1.87,1.47
1.53,1.73,2.33,1.47,2.27,1.73,1.53,1.53,2,1.8,1,1.4,1.13,1.33,1.13,1,1.13,1.33,1.2,1.07,1.13,1.13,1,1.13,2,1.4,1.33,1.53,1.53,1.8,1.6,1.2
1,1.2,1.27,1.4,1.47,1,2.07,1.73,2.13,1.13,1.33,1.33,1,1.07,1.13,1,1.07,1.33,1.4,1.2,1.27,1.13,1.07,1,1.67,2.6,2.07,2.27,2.33,2.4,2.2,2.4
1.4,1.47,1.27,1.13,1.47,1,1.4,1.53,1.33,1.33,1.33,1.13,1.47,1.4,1,1.13,1,1,1,1.27,1.33,1.07,1.13,1.07,2.53,2.33,2.4,2.27,2.13,2.4,2.2,2.4
1.27,1.27,1.27,1.8,1.13,1.2,1.53,2.07,1.2,1.4,1.27,1.13,1.47,1.2,1,1,1,1.13,1.07,1.13,1.13,1.27,1.07,1,2.2,2.4,2.2,2.2,2.13,2.4,1.93,1.6
1.13,1.27,1.53,1.73,1.93,1.13,1.27,1.07,1.6,1.13,1.07,1.27,1.2,1.13,1.33,1,1.07,1,1,1.2,1,1.07,1.07,1.27,1.93,2.2,2.2,2.6,2.2,2.47,2.6,2.13
1.33,1.53,1.33,1.4,1.13,1.07,1.93,1.4,1.07,1.33,1.13,1.13,1.13,1.13,1,1.07,1,1.13,1.07,1.07,1.07,1.2,1,1,1.67,1.47,1.4,2.07,2.2,2.2,2,2.47
1.13,1.2,1.07,1.67,1.27,1.2,1.47,1.13,1.33,1.13,1,1,1.47,1.33,1.13,1,1,1.27,1.13,1.27,1,1.6,1,1,1.93,2.07,1.2,1.87,2.27,1.93,2.47,2.67
2.13,1,1.2,1.53,1.6,1.27,1.33,1.73,1.07,1.27,1.27,1.13,1.2,1.07,1.07,1.4,1,1,1.07,1.2,1.07,1,1.33,1.13,2.4,2.73,2.6,2.47,2.4,2.53,2.4,2.47
1.47,1.27,1.2,1.53,2.07,1.67,2,1.6,1.33,1.07,1.2,1.13,1.33,1,1.33,1,1.07,1,1.2,1.13,1.07,1,1,1,1.6,1.47,1.67,1.13,1.13,2.2,2.2,2.4
1.2,1.2,1,1.07,1.13,1.27,1,1.73,1.13,1.33,1.27,1,1,1.2,1.07,1,1.13,1.27,1,1.27,1.33,1.33,1,1,1.93,2.2,2.13,1.73,1.53,2.27,2.13,1.87
1.8,1,1.27,1.53,1.53,1.67,2.4,1.93,1.47,1.67,1.4,1.4,1.13,1,1.13,1.13,1.2,1.2,1.2,1.27,1.53,1.2,1.47,1.73,1.87,2.53,2.07,1.93,2.47,1.87,2,2.53
1.27,1.47,1.33,1.2,1.4,1.2,1.87,1.8,1.27,1,1.33,1.53,1.27,1.07,1.13,1,1.27,1.07,1.27,1.6,1.67,1.2,1,1,2,2.07,2.27,1.93,1.53,1.47,1.67,2.53
1.47,1.67,1.6,1.33,1.8,1.33,1.53,1.73,1.93,1.13,1.47,1.13,1,1,1.07,1,1,1,1,1,1.47,1.33,1,1,2.27,2.2,2.33,2.2,2.2,2.2,2.27,2.33
1.93,1,1.93,1.33,1.27,1.73,1.27,1.6,1.47,1.27,1,1.4,1.4,1,1.2,1.2,1,1.07,1,1.53,1.4,1,1.2,1.13,1.27,1.93,2.47,2.13,2.4,2.53,1.73,1.33
1.6,1.2,1.73,1.6,1.33,1.13,1.47,1.6,1.2,1.27,1.33,1.07,1.2,1.73,1.47,1,1.13,1.13,1,1.67,1.33,1.13,1,1,2.07,2.2,2.33,2.07,2.27,2.07,2.47,2.4
1.73,1.47,1.87,1,1,2,1.87,1.4,1.4,1.13,1.73,1.6,1.2,1.27,1.13,1.07,1.33,1.07,1.47,1.67,1.4,1.47,1.27,1,2.27,2.27,2,1.87,2.13,1.8,1.6,2.27
1.73,1.33,1.6,1.07,1,1.2,1.67,1.87,1.2,1.47,1.33,1,1.4,1.4,1,1,1.2,1.2,1,1,1.6,1.2,1,1.13,1.67,2,1.87,2,2.13,2.2,2.2,2.67
1.73,1.13,1.6,1.47,1.13,1.4,1.2,1.4,1.33,1.4,1.27,1.67,1,1,1.33,1.27,1,1.2,1.13,1.47,1.27,1.13,1.07,1.33,1.67,2.2,2.07,2,2,2.07,2.53,2.27
1,1.47,1.8,1.47,2.07,1.4,2.07,1.73,1.53,1.2,1.27,1.33,1,1.2,1.07,1,1,1.07,1.4,1.13,1.07,1.07,1,1.13,2.13,2.4,2.4,2.07,2.67,2.4,2.6,2.67
1.4,1.47,1,1.07,1,1.33,1.73,2.13,1.4,1.13,1.67,1.2,1.13,1,1,1,1,1.27,1,1.07,1.33,1.47,1.2,1.07,2,2.47,2.67,2.33,2.6,2.47,2.27,1.53
1.67,1.27,1.33,1.67,1.33,1.33,1.87,2,1.8,1,1.07,1.47,1.07,1.4,1.07,1.27,1.07,1.4,1.07,1.2,1.27,1.53,1.07,1,2.67,2.4,2.53,1.67,2,1.87,2.2,2.27
1.93,1.07,1.6,1.13,1.67,1.67,1.67,1.33,1.4,1.2,1.13,1.27,1.47,1.13,1,1.13,1,1.13,1.4,1.27,1.4,1.13,1,1,2.53,2.47,1.93,2.13,2.33,2.67,2.53,2.53
1.27,1.13,1.27,1.2,1,1.27,1.93,1.87,1.13,1.53,1.13,1.2,1.27,1,1,1.07,1.27,1.07,1.07,1.4,1.07,1.07,1.07,1,2.13,2.2,2,2.27,2.33,2.6,2.4,2.27
1,1.4,1.47,2.07,1.67,1.6,1.67,1.27,1,1.6,1.27,1.8,1.47,1.4,1.27,1.27,1,1.2,1.13,1.07,1,1,1.2,1.33,1.6,1.93,2.4,2.27,2.47,1.8,1.53,1.93
1.47,1.47,1.53,1.47,1.07,1.13,1.27,2.4,1.4,1.53,1.93,1.53,1.27,1.2,1,1.2,1,1.33,1,1.13,1.33,1.07,1.2,1.13,2.4,2.33,2.53,2.6,2.27,1.93,2.73,2.6
1,1.2,1.27,1.33,1,1,2.2,2.07,1,1.27,1.47,1.2,1.2,1,1.07,1.2,1.27,1.2,1,1.27,1.67,1.8,1.07,1.13,1.8,2.07,2.2,1.73,1.93,2.33,2.2,2.2
1.2,1.13,1.07,1.2,2.2,2,1,1.13,1.53,1.13,1.47,1.07,1.13,1.27,1,1.07,1.13,1.27,1.6,1.13,1.07,1.4,1,1.13,2.47,2.2,2.4,2.07,2.13,2.47,2.4,2.53
1.8,1.67,1.87,1.67,1,1.73,1.8,1.73,1.07,1.73,1.27,1.4,1.07,1.4,1,1.13,1.13,1.13,1,1,1.2,1,1.2,1,1.33,2.27,2.47,1.6,2.13,2.13,1.2,1.2
2.07,1.2,1.47,1.6,2.33,1.6,1.6,1.47,1.87,1.67,1.4,1.27,1.47,1.47,1.27,1.13,1.13,1,1,1.27,1,1,1,1,2,1.87,1.93,1.93,2.07,2.27,2.53,2.07
1.33,1,1.8,1.53,1.47,1.13,1.6,1.73,1.4,1.13,1.13,1.8,1.27,1.4,1.27,1,1.07,1,1.13,1,1.07,1.27,1.07,1,1.47,2.33,1.87,2.47,2.33,2.67,1.67,1.47
1.2,1.73,1.2,1.33,1.53,1,1.6,1.6,1.33,1.07,1.13,1.07,1.53,1.53,1,1.13,1.07,1.27,1,1.27,1.13,1,1,1.13,2.53,2,2.2,2.33,2.2,2.4,2.33,1.8
1.2,1.4,1.27,1.47,1.27,1.27,1.8,2.2,1.47,1.13,1.27,1.27,1.93,1.27,1.13,1,1,1.07,1.27,1.07,1.07,1,1,1,1.8,2.27,2.2,2.07,2.33,1.87,1.67,1.27
1.4,1.6,1.8,1.4,1.73,1.13,1.4,1.27,1.33,1.13,1.33,2,1.2,1.13,1.33,1.13,1.27,1,1,1.07,1,1,1,1,1.4,1.87,2.13,2.13,2.13,2.13,2.27,2.2
1.13,1.27,1.73,1.2,1.53,2.8,1.73,1.8,1.2,1.4,1.33,1.2,1.53,1.27,1.13,1,1.07,1,1.27,1,1.07,1,1,1,1.27,1.53,1.27,2.33,1.67,1.87,1.93,1.27
1.33,1.07,1.87,1.53,1.27,1.33,2.13,1.47,1.47,1.67,1.27,1.2,1,1.2,1,1.2,1.13,1,1,1,1,1,1,1,1.27,1.13,1.33,2,2.27,1.67,1.33,2.07
1.4,1.2,1.53,1.73,1.53,1.27,1.6,1.2,1.67,1.13,1.4,1.2,2.33,1.6,1.13,1,1,1,1,1,1.07,1,1,1,1.93,1.93,1,1,1.6,1.4,2.2,2.6
1.67,1,1.2,1.47,1.4,1.4,1.67,1.87,1.2,1.8,1.73,1.47,1.33,1.07,1.2,1.47,1,1,1.2,1.13,1,1,1.27,1,2,2.6,2.47,2.33,2.47,2.33,2.67,1.93
1.47,1.67,1.27,1.27,1.87,1.93,2.07,1.67,1.13,1.27,1.2,1.73,1.8,1.07,1.47,1,1.07,1,1.07,1,1,1,1.07,1,1.27,1.13,1.07,1.13,1.07,2.2,2.4,1.87
1.53,1.4,1,1.27,1.27,1.13,1.4,1.73,1.13,1.13,1,1,1,2,1.13,1,1.13,1.07,1,1,1.2,1,1,1,1.47,2.13,2.27,2.73,1.67,2.47,1.93,1.73
2,1.33,1.4,1.6,1.13,1.33,1.4,1,1.13,1,1.33,1.13,1,1.8,1,1.67,1,1,1,1,1,1.13,1,1.13,1.4,1.93,2.53,2.53,2.33,2.33,2,2.67
1.53,2,1.73,1.4,1.4,1.8,1.93,2.13,1.53,1.47,1.27,1.07,1.6,1.07,1,1.13,1,1,1,1,1,1.13,1.13,1.07,2.07,2.53,2.2,2.27,2.53,1.13,1.6,2
1.53,1.4,1.27,1.4,1.53,1.87,2.27,1.8,1.07,1.4,1.2,1.4,1,1.07,1,1.13,1.2,1.13,1.2,1,1,1,1.13,1.07,1.8,2.33,2.33,1.73,2.33,1.73,1.53,2
1.67,1.87,1,1.13,1.4,1.6,2.07,1.67,2.2,1.07,1.2,1.13,1.53,1.07,1.2,1.07,1,1,1,1,1.07,1.13,1,1,1.67,1.73,2.13,1.33,1.27,1.27,1.53,2.53
1.53,1.2,1.67,1.33,1.13,1.93,2,1.93,2.07,1.13,1.87,1.27,1.4,1,1.07,1,1,1,1,1,1,1,1,1,1.87,2.07,2.13,2,1.93,2.2,2.2,1.87
1.47,1.53,1.87,1.07,1.27,1.47,1.47,1.33,1.53,1.13,1,1.4,1.33,1.53,1.4,1.33,1,1,1,1,1,1,1,1,1.27,1.87,2.4,2,2.33,2.53,2.07,1.2
1.53,1.33,1.6,1.53,1.8,1.6,1.6,1.6,1.4,1.27,1.6,1.07,1.33,1.67,1.4,1,1,1,1,1,1.07,1.13,1,1,1.67,1.67,1.87,1.67,2.27,1.4,2.2,1.73
1.73,1.93,1.93,1.53,1.87,2.13,1.6,1.8,1.6,1.13,1.33,1.6,1.4,1.53,1.27,1.2,1,1.13,1.2,1,1.07,1.27,1.07,1,1.67,2.33,2.07,2.2,1.47,1.33,1.73,1.47
1.47,1.47,1.27,1.4,1.2,2.07,1.67,1.27,1.33,1.4,1.4,1,1.53,1.87,1.4,1.33,1,1,1,1,1,1.07,1,1.2,1.6,1.73,2.47,2.4,1.6,1.53,2.07,2.07
1.27,1.6,1.4,1.6,1.73,1.93,1.47,1.93,1.6,1.6,1.67,1.2,1,1.47,1.07,1.13,1,1,1,1,1,1.13,1,1,2,2,2.27,2.33,2.6,2.2,2.2,2.2
1.73,1.67,1.07,1.47,1.53,1.4,2,1.93,2,1.4,1.2,1.33,1.2,1.87,1.13,1.13,1,1.13,1,1,1,1,1,1,2.13,2.07,2.53,1.6,1.8,1.73,2.07,2.07
2.13,1.2,1.87,1,1.2,1.73,2.13,1.4,1.47,1.53,1.4,1.67,1.33,1.27,1,1.27,1,1,1.13,1,1,1,1,1,1.73,2,2.2,2.13,2.2,2.53,2.13,2.6
1.47,2.2,1.8,1.4,1.87,2.73,2.2,1.53,1.73,1.47,1.27,1.33,2.13,1.33,1.2,1,1,1,1,1.2,1.07,1,1.4,1.07,2.47,2.27,2.13,2.27,2.53,1.87,2.07,1.2
1.27,1.67,1.27,1.67,1,1.27,2.13,2,1.2,1.53,1.33,1.4,1.2,1,1.13,1,1,1.07,1,1.33,1.13,1,1.07,1,1.4,1.87,1.27,1.93,2.27,2.2,2.07,1.67
1.13,1.47,1.6,2,1.6,1.73,1.8,1.53,1,1.6,1.4,2,1.4,2,1.27,1.07,1.07,1.13,1.27,1.07,1,1,1,1.13,1.2,1.6,2.13,2.07,2.27,1.6,1.33,1.4
1,1.33,2.2,1.47,1.13,1.47,1.6,1.67,1,1.6,1.4,1.2,1.53,1.07,1.73,1.13,1.33,1.07,1,1.07,1,1.2,1,1,2.27,1.93,2.4,1.73,1.87,2.4,2,2.33
1.4,1.67,1.4,1.27,1.8,1.47,1.2,2.4,1.33,1.87,1.53,1.33,1.33,1.33,1,1.13,1,1.13,1,1,1,1,1,1,2.4,2.67,2.33,2.2,2.07,1.67,2.53,2.4
1.13,1,1.53,1.07,1,1,1.8,1.93,1.07,1.2,1.6,1.33,1.4,1,1.07,1.27,1.27,1.13,1,1,1,1,1,1.13,1.47,1.13,1.33,1.27,1.47,1.93,1.87,1.6
1.27,1.07,1.87,1.33,1.8,1.47,1,2.07,1.8,1.6,1.33,1.07,1.87,1.6,1.2,1.2,1,1.13,1,1,1,1.07,1,1,2.27,1.6,2.13,2.2,1.87,2.4,2.27,2
1.07,2.33,1.47,1.6,1.27,1.6,2.2,2.27,1.67,1.4,1.6,1.47,1.73,1.33,1,1.13,1,1,1,1,1,1,1,1,2.13,2.27,2,2.13,2.53,1.73,1.4,1.73
1.13,1,1.47,1.2,1.2,1.4,1.4,1.6,1.33,1.07,1.4,1.67,1.73,1.87,1.13,1.2,1,1,1.33,1,1.07,1,1,1,1.67,2.47,2.13,1.53,2.2,2.47,2.6,2
1.73,1.8,1.67,1.33,1.53,1.4,1.73,1.93,1.6,1,1.13,1.2,1.2,1.07,1.33,1.13,1,1,1,1,1.87,1.73,1,1.07,1.73,1.73,2.2,2.13,2.33,2.13,1.33,2.13
1.87,1.67,1.4,1.33,1.07,1.47,1.13,1.33,1.2,1.27,1.2,1.27,1,1.27,1,1,1.4,1.13,1,1.07,1.27,1.27,1,1.2,1.13,2.53,2.73,2.07,2.27,2.27,1.27,1.13
1.07,1,1.2,1.47,1.13,1.07,1.2,1.67,1.4,1.13,1.07,1.27,1.13,1.13,1.33,1.13,1,1.27,1.47,1.33,1,1.4,1.07,1,1.4,2.67,1.93,2.4,2.27,2.07,1.87,1.33
